executive_order_number,title,signing_date,disposition_notes,president,days,count
12674.0,Principles of ethical conduct for Government officers and employees,1989-04-12,"Federal Register page and date: 54 FR 15159; April 14, 1989
Revokes: EO 11222, May 8, 1965; EO 
      12565, September 25, 1986
Amended by: EO 12731, October 17, 1990 (modified 
      in its entirety)
See: 57 FR 35006; 57 FR 58399",George H W Bush,82,7.0
12675.0,Establishing the National Space Council,1989-04-20,"Federal Register page and date: 54 FR 17691; April 25, 1989
Amends: EO 12660, December 20, 1988; EO 
      12712, April 26, 1990
Revoked in part by: EO 12869, September 
      30, 1993",George H W Bush,90,8.0
12676.0,Delegating authority to provide assistance for the Nicaraguan Resistance,1989-04-26,"Federal Register page and date: 54 FR 18639; May 1, 1989
Revokes: EO 12654, October 7, 1988",George H W Bush,96,9.0
12677.0,Historically black colleges and universities,1989-04-28,"Federal Register page and date: 54 FR 18869; May 2, 1989
Revokes: EO 12320, September 15, 
      1981",George H W Bush,98,10.0
12678.0,Level IV of the Executive Schedule,1989-04-28,"Federal Register page and date: 54 FR 18872; May 2, 1989
Amends: EO 12154, September 4, 1979",George H W Bush,98,11.0
12679.0,Level IV of the Executive Schedule,1989-06-23,"Federal Register page and date: 54 FR 27149; June 27, 1989
Amends: EO 12154, September 4, 1979",George H W Bush,154,12.0
12680.0,Administration of foreign assistance and related functions and arms export controls,1989-07-05,"Federal Register page and date: 54 FR 28995; July 10, 1989
Amends: EO 11958, January 18, 1977; 
      EO 12163, September 29, 1979",George H W Bush,166,13.0
12681.0,Exclusions From the Federal Labor-Management Relations Program,1989-07-06,"Federal Register page and date: 54 FR 28997; July 10, 1989
Amends: EO 12171, November 19, 1979",George H W Bush,167,14.0
12682.0,Commission on Alternative Utilization of Military Facilities,1989-07-07,"Federal Register page and date: 54 FR 29315; July 11, 1989",George H W Bush,168,15.0
12683.0,Prescribing regulations relating to certain travel time of members of the Uniformed Services called to active duty,1989-07-21,"Federal Register page and date: 54 FR 31162; July 26, 1989
Amends: EO 10153, August 17, 1950",George H W Bush,182,16.0
12684.0,Conforming the Central Intelligence Agency and Civil Service Retirement and Disability Systems,1989-07-27,"Federal Register page and date: 54 FR 31643; July 31, 1989",George H W Bush,188,17.0
12685.0,Noncompetitive conversion of personal assistants to employees with disabilities,1989-07-28,"Federal Register page and date: 54 FR 31796; August 1, 1989",George H W Bush,189,18.0
12686.0,President's Commission on Aviation Security and Terrorism,1989-08-04,"Federal Register page and date: 54 FR 32629; August 9, 1989
Amended by: EO 12705, March 3, 1990
Revoked by: EO 12774, September 27, 1991",George H W Bush,196,19.0
12687.0,President's Education Policy Advisory Committee,1989-08-15,"Federal Register page and date: 54 FR 34127; August 18, 1989
Amended by: EO 12741, December 31, 1990; 
      EO 12785, December 26, 1991
Revoked by: EO 12869, September 
      30, 1993",George H W Bush,207,20.0
12688.0,"Transfer of Authority Choctawhatchee National Forest, Florida",1989-08-15,"Federal Register page and date: 54 FR 34129; August 18, 1989
See: EO 10355, May 26, 1952",George H W Bush,207,21.0
12689.0,Debarment and Suspension,1989-08-16,"Federal Register page and date: 54 FR 34131; August 18, 1989
See: EO 12549, February 18, 1986",George H W Bush,208,22.0
12690.0,Providing for the restoration of law and order in the Virgin Islands,1989-09-20,"Federal Register page and date: 54 FR 39153; September 22, 1989
See: Proc. 6023, September 20, 1989",George H W Bush,243,23.0
12691.0,President's Advisory Committee on the Points of Light Initiative Foundation,1989-09-23,"Federal Register page and date: 54 FR 39719; September 27, 1989
Revoked by: EO 12717, June 18, 1990",George H W Bush,246,24.0
12692.0,Continuance of Certain Federal Advisory Committees,1989-09-29,"Federal Register page and date: 54 FR 40627; October 3, 1989
Continues committees established by: EO 12190, 
      February 1, 1980; EO 11145, March 7, 1964; 
      EO 12196, February 26, 1980; EO 
      11183, October 3, 1964, EO 12367, June 
      15, 1982; EO 12216, June 18, 1980; EO 
      11776, March 28, 1974; EO 11287, June 
      28, 1966; EO 12345, February 2, 1982; EO 
      12131, May 4, 1979; EO 12382, September 
      13, 1982; EO 12704, February 26, 1990
Revokes: EO 12462, February 17, 1984; EO 
      12592, April 10, 1987; EO 12668, January 25, 1989; 
      EO 12607, September 2, 1987; EO 
      12296, March 2, 1981; EO 12528, August 
      8, 1985; EO 12601, June 24, 1987
Supersedes: EO 12610, September 30, 1987
Superseded by: EO 12774, September 27, 1991",George H W Bush,252,25.0
12693.0,Exclusion of the Defense Mapping Agency Reston Center and Elements under the Joint Special Operations Command from the Federal Labor-Management Relations Program,1989-09-29,"Federal Register page and date: 54 FR 40629; October 3, 1989
Amends: EO 12171, November 19, 1979",George H W Bush,252,26.0
12694.0,Amending   12345,1989-10-11,"Federal Register page and date: 54 FR 42285; October 13, 1989
Amends: EO 12345, February 2, 1982",George H W Bush,264,27.0
12695.0,Delegation of Debt Relief Authority,1989-11-01,"Federal Register page and date: 54 FR 46589; November 3, 1989",George H W Bush,285,28.0
12696.0,President's Drug Advisory Council,1989-11-13,"Federal Register page and date: 54 FR 47507; November 15, 1989
Amended by: EO 12756, March 18, 1991
Revoked by: EO 12869, September 
      30, 1993",George H W Bush,297,29.0
12697.0,Extending the National Commission on Superconductivity,1989-12-22,"Federal Register page and date: 54 FR 53037; December 27, 1989
Amends: EO 12661, December 27, 1988",George H W Bush,336,30.0
12698.0,Adjustments of certain rates of pay and allowances,1989-12-23,"Federal Register page and date: 54 FR 53473; December 28, 1989
Supersedes: EO 12663, January 6, 
      1989
Superseded by: EO 12736, December 12, 1990",George H W Bush,337,31.0
12699.0,Seismic safety of Federal and Federally assisted or regulated new building construction,1990-01-05,"Federal Register page and date: 55 FR 835; January 9, 1990
Amended by: EO 13286, February 28, 2003
Revoked by: EO 13717, February 2, 2016",George H W Bush,350,32.0
12700.0,President's Council of Advisors on Science and Technology,1990-01-19,"Federal Register page and date: 55 FR 2219; January 23, 1990
Amended by: EO 12768, June 28, 1991; EO

      12869, September 30, 1993
Revoked by: EO 12882, November 23,

      1993",George H W Bush,364,33.0
12701.0,Amending   12334,1990-02-14,"Federal Register page and date: 55 FR 5953; February 20, 1990
Amends: EO 12334, December 4, 1981",George H W Bush,390,34.0
12702.0,Waiver under the Trade Act of 1974 with respect to Czechoslovakia,1990-02-20,"Federal Register page and date: 55 FR 6231; February 22, 1990",George H W Bush,396,35.0
12703.0,Support for East European Democracy (SEED) Program,1990-02-20,"Federal Register page and date: 55 FR 6351; February 23, 1990
Amended by: EO 13118, March 31, 1999",George H W Bush,396,36.0
12704.0,"Amendments to  Nos. 11830, 12367, 12692",1990-02-26,"Federal Register page and date: 55 FR 6969; February 28, 1990
Amends: EO 11830, January 9, 1975; EO

      12367, June 15, 1982; EO 12692, September

      29, 1989",George H W Bush,402,37.0
12705.0,Amendment to   12686,1990-03-03,"Federal Register page and date: 55 FR 8113; March 6, 1990
Amends: EO 12686, August 4, 1989",George H W Bush,407,38.0
12706.0,Nuclear Cooperation With EURATOM,1990-03-09,"Federal Register page and date: 55 FR 9313; March 13, 1990
Supersedes: EO 12670, March 9, 1989
Superseded by: EO 12753, March 8, 1991
See: EO 12791, March 9, 1992",George H W Bush,413,39.0
12707.0,Termination of emergency with respect to Nicaragua,1990-03-13,"Federal Register page and date: 55 FR 9707; March 14, 1990
Revokes: EO 12513, May 1, 1985",George H W Bush,417,40.0
12708.0,"Amendments to the Manual for Courts-Martial, United States, 1984",1990-03-23,"Federal Register page and date: 55 FR 11353; March 27, 1990
Amends: EO 12473, April 13, 1984
See: EO 12767, June 27, 1991; EO

      12888, December 23, 1993; EO 12936, November

      10, 1994; EO 12960, May 12, 1995; EO

      13086, May 27, 1998; EO 13140, October

      6, 1999",George H W Bush,427,41.0
12709.0,Increasing the membership of the President's Council on Physical Fitness and Sports,1990-04-04,"Federal Register page and date: 55 FR 13097; April 6, 1990
Amends: EO 12345, February 2, 1982",George H W Bush,439,42.0
12710.0,Termination of emergency with respect to Panama,1990-04-05,"Federal Register page and date: 55 FR 13099; April 6, 1990
Revokes: EO 12635, April 8, 1988
See: 59 FR 46720; 59 FR 55209",George H W Bush,440,43.0
12711.0,Policy implementation with respect to nationals of the People's Republic of China,1990-04-11,"Federal Register page and date: 55 FR 13897; April 13, 1990
See: Pub. L. 102-393 (106 Stat. 17766); Pub. L. 102-404 (106 Stat. 1969)",George H W Bush,446,44.0
12712.0,Adding the Secretary of Energy to the National Space Council,1990-04-26,"Federal Register page and date: 55 FR 18095; May 1, 1990
Amends: EO 12675, April 20, 1989",George H W Bush,461,45.0
12713.0,Report required by section 502 of the Automotive Products Trade Act of 1965,1990-05-01,"Federal Register page and date: 55 FR 18719; May 4, 1990",George H W Bush,466,46.0
12714.0,Establishing an emergency board to investigate disputes between certain railroads represented by the National Carriers' Conference Committee of the National Railway Labor Conference and their employees represented by certain labor organizations,1990-05-03,"Federal Register page and date: 55 FR 19047; May 8, 1990",George H W Bush,468,47.0
12715.0,"Determination under section 2606 of Title 10, United States Code, for support of scouting activities overseas",1990-05-03,"Federal Register page and date: 55 FR 19051; May 8, 1990",George H W Bush,468,48.0
12716.0,Extending the National Commission on Superconductivity,1990-05-24,"Federal Register page and date: 55 FR 21831; May 29, 1990
Amends: EO 12661, December 27, 1988
See: EO 12774, September 27, 1991",George H W Bush,489,49.0
12717.0,Revoking   12691,1990-06-18,"Federal Register page and date: 55 FR 25295; June 20, 1990
Revokes: EO 12691, September 23, 1989",George H W Bush,514,50.0
12718.0,President's Advisory Commission on the Public Service,1990-06-29,"Federal Register page and date: 55 FR 27451; July 3, 1990",George H W Bush,525,51.0
12719.0,President's Commission on the Federal Appointment Process,1990-07-11,"Federal Register page and date: 55 FR 29001; July 17, 1990",George H W Bush,537,52.0
12720.0,President's Council on Rural America,1990-07-16,"Federal Register page and date: 55 FR 29337; July 18, 1990
Amends: EO 12783, December 17, 1991
Revoked by: EO 12869, September

      30, 1993",George H W Bush,542,53.0
12721.0,Eligibility of overseas employees for noncompetitive appointments,1990-07-30,"Federal Register page and date: 55 FR 31349; August 1, 1990
Revokes: EO 12362, May 12, 1982; EO

      12585, March 3, 1987
See: 5 CFR 8.2; EO 13054, July 7, 1997;

      EO 13062, September 29, 1997",George H W Bush,556,54.0
12722.0,Blocking Iraqi government property and prohibiting transactions with Iraq,1990-08-02,"Federal Register page and date: 55 FR 31803; August 3, 1990
See: EO 12724, August 9, 1990; EO

      12743, January 18, 1991; Notice, July 26, 1991; Notice, July 21, 1992;

      EO 12817, October 21, 1992; Notice, July 20,

      1993; Notice, July 19, 1994; Notice, July 28, 1995; Notice, July 22, 1996;

      Notice of July 31, 1997; Notice of July 20, 1999; Notice of July 28, 2000;

      Notice of July 31, 2001; Notice of July 31, 2002; EO 13303, May 22, 2003; Notice of July 31, 2003; Notice of May 19, 2005; Notice of May 18, 2006
Revoked by: EO 13350, July 29, 2004",George H W Bush,559,55.0
12723.0,Blocking Kuwaiti Government Property,1990-08-02,"Federal Register page and date: 55 FR 31805; August 3, 1990
Revoked by: EO 12771, July 25, 1991
See: EO 12725, August 9, 1990; 55 FR 49856",George H W Bush,559,56.0
12724.0,Blocking Iraqi Government property and prohibiting transactions with Iraq,1990-08-09,"Federal Register page and date: 55 FR 33089; August 13, 1990
See: EO 12722, August 2, 1990; EO

      12734, November 14, 1990; Notice, July 26, 1991; Notice, July 21, 1992;

      EO 12817, October 21, 1992; Notice, July 20,

      1993; Notice of July 19, 1994; Notice of July 28, 1995; Notice of July 22,

      1996; Notice of July 31, 1997; Notice of July 20, 1999; Notice of July 28,

      2000; Notice of July 31, 2001; Notice of July 31, 2002; EO 13303, May 22, 2003; Notice of July 31, 2003; Notice of May 19, 2005; Notice of May 18, 2006
Revoked by: EO 13350, July 29, 2004",George H W Bush,566,57.0
12725.0,Blocking Kuwaiti Government property and prohibiting transactions with Kuwait,1990-08-09,"Federal Register page and date: 55 FR 33091; August 13, 1990
Revoked by: EO 12771, July 25, 1991
See: EO 12723, August 2, 1990; 55 FR 49856",George H W Bush,566,58.0
12726.0,Waiver under the Trade Act of 1974 with respect to the German Democratic Republic,1990-08-15,"Federal Register page and date: 55 FR 33637; August 16, 1990
See: Presidential Determination 90-31, August 17, 1990; Presidential Determination 90-30; August 15, 1990",George H W Bush,572,59.0
12727.0,Ordering the Selected Reserve of the Armed Forces to active duty,1990-08-22,"Federal Register page and date: 55 FR 35027; August 27, 1990
Amended by: EO 13286, February 28, 2003
See: EO 12733, November 13, 1990",George H W Bush,579,60.0
12728.0,"Delegating the President's authority to suspend any provision of law relating to the promotion, retirement, or separation of members of the Armed Forces",1990-08-22,"Federal Register page and date: 55 FR 35029; August 27, 1990
Amended by: EO 13286, February 28, 2003",George H W Bush,579,61.0
12729.0,Educational Excellence for Hispanic Americans,1990-09-24,"Federal Register page and date: 55 FR 39389; September 26, 1990
Revoked by: EO 12900, February 22, 1994",George H W Bush,612,62.0
12730.0,Continuation of export control regulations,1990-09-30,"Federal Register page and date: 55 FR 40373; October 2, 1990
Amended by: Notice, September 26, 1991; Notice, September 25, 1992;
Revoked by: EO 12867, September

      30, 1993
See: EO 12002, July 7, 1977; EO

      12214, May 2, 1980; EO 12131, May 4, 1979;

      EO 12868, September 30, 1993",George H W Bush,618,63.0
12731.0,Principles of ethical conduct for Government officers and employees,1990-10-17,"Federal Register page and date: 55 FR 42547; October 19, 1990
Amends: EO 12674 (modifies in its entirety)
See: 57 FR 35006; 57 FR 58399",George H W Bush,635,64.0
12732.0,International Fund for Agricultural Development,1990-10-31,"Federal Register page and date: 55 FR 46489; November 2, 1990",George H W Bush,649,65.0
