executive_order_number,title,signing_date,disposition_notes
8697.0,Transfer of Certain Lands From the Secretary of the Interior to the Secretary of Agriculture; New Mexico,"February 28, 1941","Federal Register page and date: 6 FR 1230, March 4, 1941"
8696.0,Transfer of Certain Lands From the Secretary of Agriculture to the Secretary of the Interior; New Mexico,"February 28, 1941","Federal Register page and date: 6 FR 1229, March 4, 1941"
8695.0,"Extending the Limits of the Customs Port of Entry of Jonesport, Maine, in Customs Collection District  1 (Maine and New Hampshire)","February 25, 1941","Federal Register page and date: 6 FR 1187, February 28, 1941"
8694.0,"Prescribing Regulations Governing the Exportation of Articles and Materials Designated in the President's Proclamation of February 25, 1941, Issued Pursuant to Section 6 of the Act of Congress Approved July 2, 1940, and Amending Regulations of January 15, 1941, Covering the Exportation of Certain Articles and Materials","February 25, 1941","Federal Register page and date: 6 FR 1157, February 27, 1941 
Amends: EO 8640, January 15, 1941"
8693.0,"Prescribing Regulations Governing the Exportation of Articles and Materials Designated in the President's Proclamation of February 25, 1941, Issued Pursuant to Section 6 of the Act of Congress Approved July 2, 1940, and Amending Regulations of January 15, 1941, Covering the Exportation of Certain Articles and Materials","February 25, 1941","Federal Register page and date: 6 FR 1156, February 27, 1941 
Amends: EO 8640, January 15, 1941"
8692.0,Exemption of Edgar M. Cohee From Compulsory Retirement for Age,"February 21, 1941",Note: This Executive order was not received for publication in the Federal Register.
8691.0,Withdrawal of Public Land for Forest Lookout Station; Oregon,"February 20, 1941","Federal Register page and date: 6 FR 1111, February 25, 1941 
Revokes: EO 6910, November 26, 1934 (in part) 
Revoked by: Public Land Order 2611, February 12, 1962 (27 FR 1492)(in part)"
8690.0,Exemption of John M. Terwilliger From Compulsory Retirement for Age,"February 19, 1941",Note: This Executive order was not received for publication in the Federal Register.
8689.0,Amending the Foreign Service Regulations of the United States,"February 19, 1941","Federal Register page and date: 6 FR 1083, February 21, 1941 
Revoked by: EO 9521, February 13, 
      1945"
8688.0,Prescribing Regulations Governing the Granting of Allowances for Quarters to Certain Enlisted Men of the Army of the United States,"February 19, 1941","Federal Register page and date: 6 FR 1083, February 21, 1941 
Superseded by: EO 9206, July 27, 1942"
8687.0,Amending Subdivision XIX of Schedule A of the Civil Service Rules,"February 17, 1941","Federal Register page and date: 6 FR 1063, February 20, 1941"
8686.0,Certain Personnel Transferred From U.S. Maritime Commission to Interstate Commerce Commission,"February 17, 1941",Note: This Executive order was not received for publication in the Federal Register.
8685.0,Establishing the Imperial National Wildlife Refuge; Arizona and California,"February 14, 1941","Federal Register page and date: 6 FR 1016, February 18, 1941 
Revoked by: Public Land Order 3032, April 10, 1963 (28 FR 3695)(in part); Public Land Order 4367, February 15, 1968 (33 FR 3228)(in part); Public Law 100-696 of November 18, 1988 (102 Stat. 4595)(in part); Public Land Order 7045, April 22, 1994 (59 FR 24947)(in part)"
8684.0,Establishing Culebra Island Naval Defensive Sea Area and Culebra Island Naval Airspace Reservation; Puerto Rico,"February 14, 1941","Federal Register page and date: 6 FR 1016, February 18, 1941 
Amended by: EO 11673, June 6, 1972 
Revoked by: EO 11886, October 17, 1975"
8683.0,"Establishing Naval Defensive Sea Areas Around and Naval Airspace Reservations Over the Islands of Rose, Tutuila, and Guam; Pacific Ocean","February 14, 1941","Federal Register page and date: 6 FR 1015, February 18, 1941 
See: EO 10341, April 8, 1952; EO 
      8729, April 2, 1941; EO 10341, April 8, 
      1952"
8682.0,"Establishing Naval Defensive Sea Areas Around and Naval Airspace Reservations Over the Islands of Palmyra, Johnston, Midway, Wake, and Kingman Reef; Pacific Ocean","February 14, 1941","Federal Register page and date: 6 FR 1015, February 18, 1941 
Amended by: EO 8729, April 2, 1941; EO 
      9881, of August 4, 1947
See: EO 9881, August 4, 1947"
8681.0,Establishing Kaneohe Bay Naval Defensive Sea Area and Kaneohe Bay Naval Airspace Reservation; Hawaii,"February 14, 1941","Federal Register page and date: 6 FR 1014, February 18, 1941"
8680.0,Establishing Naval Defensive Sea Areas Around and Naval Airspace Reservations Over the Islands of Kiska and Unalaska; Alaska,"February 14, 1941","Federal Register page and date: 6 FR 1014, February 18, 1941 
Amended by: EO 8729, April 2, 1941"
8679.0,Authorizing Initial Appointments to the Positions of Assistant Director of the Naval Civilian Police Corps of the Navy Department Without Compliance With the Civil Service Rules,"February 13, 1941","Federal Register page and date: 6 FR 959, February 15, 1941"
8678.0,"Placing Certain Lands Under the Control and Jurisdiction of the Navy Department, the War Department, and the United States Public Health Service; Puerto Rico","February 11, 1941","Federal Register page and date: 6 FR 935, February 13, 1941 
Supersedes: Executive order of July 22, 1902 (unnumbered series); EO 
      8337, February 3, 1940"
8677.0,Employment of the Land and Naval Forces in the Control of Vessels in the Territorial Waters of the United States and the Canal Zone,"February 11, 1941","Federal Register page and date: 6 FR 935, February 13, 1941"
8676.0,Exemption of Alexander W. Weddel From Compulsory Retirement for Age,"February 7, 1941",Note: This Executive order was not received for publication in the Federal Register.
8675.0,Authorizing the Director of Selective Service To Establish or Designate Work of National Importance Under Civilian Direction for Persons Conscientiously Opposed to Combatant and Non-Combatant Service in the Land or Naval Forces of the United States,"February 6, 1941","Federal Register page and date: 6 FR 831, February 8, 1941"
8674.0,"Amendment of   7293 of February 14, 1936, as Amended, Prescribing Regulations Governing the Granting of Allowances for Quarters and Subsistence to Enlisted Men","February 6, 1941","Federal Register page and date: 6 FR 831, February 8, 1941 
Amends: EO 7293, February 14, 1936"
8673.0,Designating the Robert Fechner Memorial Forest; Virginia,"February 5, 1941","Federal Register page and date: 6 FR 831, February 8, 1941 
Amended by: Proc. 3294, May 20, 1959 
See: Proc. 2311, November 23, 1938"
8672.0,Amending the Foreign Service Regulations of the United States,"February 4, 1941","Federal Register page and date: 6 FR 805, February 7, 1941 
Revoked by: EO 9521, February 13, 
      1945"
8671.0,"Authorizing the Procurement Division To Use Tungsten Ore Acquired Pursuant to the Act of June 7, 1939","February 4, 1941","Federal Register page and date: 6 FR 805, February 7, 1941"
8670.0,Exemption of Clarence E. Ingling From Compulsory Retirement for Age,"February 4, 1941",Note: This Executive order was not received for publication in the Federal Register.
8669.0,"Prescribing Regulations Governing the Exportation of Articles and Materials Designated in Proclamation  2449 of December 10, 1940","February 4, 1941","Federal Register page and date: 6 FR 782, February 6, 1941"
8668.0,"Prescribing Regulations Governing the Exportation of Articles and Materials Designated in the President's Proclamation of February 4, 1941, Issued Pursuant to Section 6 of the Act of Congress Approved July 2, 1940, and Amending Regulations of January 15, 1941, Covering the Exportation of Certain Articles and Materials","February 4, 1941","Federal Register page and date: 6 FR 781, February 6, 1941 
Amends: EO 8640, January 15, 1941"
8667.0,Establishing the Wintering River National Wildlife Refuge; North Dakota,"February 3, 1941","Federal Register page and date: 6 FR 771, February 5, 1941"
8666.0,Establishing White Lake National Wildlife Refuge; North Dakota,"February 3, 1941","Federal Register page and date: 6 FR 771, February 5, 1941"
8665.0,Establishing Tomahawk National Wildlife Refuge; North Dakota,"February 3, 1941","Federal Register page and date: 6 FR 771, February 5, 1941"
8664.0,Establishing the Sunburst Lake National Wildlife Refuge; North Dakota,"February 3, 1941","Federal Register page and date: 6 FR 771, February 5, 1941"
8663.0,Establishing Stoney Slough National Wildlife Refuge; North Dakota,"February 3, 1941","Federal Register page and date: 6 FR 771, February 5, 1941"
8662.0,Establishing the Stewart Lake National Wildlife Refuge; North Dakota,"February 3, 1941","Federal Register page and date: 6 FR 770, February 5, 1941"
8661.0,Establishing the Springwater National Wildlife Refuge; North Dakota,"February 3, 1941","Federal Register page and date: 6 FR 770, February 5, 1941"
8660.0,Establishing the Snyder Lake National Wildlife Refuge; North Dakota,"February 3, 1941","Federal Register page and date: 6 FR 770, February 5, 1941"
8659.0,Establishing the Pretty Rock National Wildlife Refuge; North Dakota,"February 3, 1941","Federal Register page and date: 6 FR 770, February 5, 1941"
8658.0,Establishing the Prairie Lake National Wildlife Refuge; North Dakota,"February 3, 1941","Federal Register page and date: 6 FR 769, February 5, 1941 
Revoked by: Public Land Order 900, June 24, 1953 (18 FR 3758)"
8657.0,"Extending the Classification Act of 1923, as Amended, to Certain Positions in the Navy Department and Establishing a Salary Differential Therefore","February 3, 1941","Federal Register page and date: 6 FR 769, February 5, 1941"
8656.0,Exemption of Ovilup H. George From Compulsory Retirement for Age,"February 3, 1941",Note: This Executive order was not received for publication in the Federal Register.
8655.0,"Revoking in Part   8344 of February 10, 1940, and Reserving Public Land for Use as an Addition to an Air Navigation Site; Alaska","January 30, 1941","Federal Register page and date: 6 FR 727, February 4, 1941 
Revokes: EO 8344, February 10, 1940 (in part) 
    
Superseded by: Public Land Order 17, July 21, 1942 (12 FR 495)"
8654.0,"Revoking the Designation of Molson, Washington, as a Customs Port of Entry","January 29, 1941","Federal Register page and date: 6 FR 705, February 1, 1941"
8653.0,"Mrs. Florence Bankhead Appointed Chief of National Memorials and Historic Sites, National Park Service","January 28, 1941",Note: This Executive order was not received for publication in the Federal Register.
8652.0,Reserving Public Lands for the Use of the War Department; Utah,"January 28, 1941","Federal Register page and date: 6 FR 665, January 30, 1941 
Amended by: EO 9526, February 28, 
      1945
Revoked by: Public Land Order 1477, August 30, 1959 (22 FR 7138)(in part); Public Land Order 1819, March 12, 1959 (24 FR 1985)(in part); Public Land Order 4236, June 28, 1967 (32 FR 9224)(in part); Public Land Order 4266, September 6, 1967 (32 FR 12950)(in part); Public Land Order 4317, October 31, 1967 (32 FR 15482)(in part); Public Land Order 4376, March 4, 1968 (33 FR 4333)(in part) 
See: Public Land Order 506, July 29, 1948 (13 FR 4572)"
8651.0,Withdrawal of the Public Lands for the Use of the War Department; Oregon,"January 23, 1941","Federal Register page and date: 6 FR 600, January 25, 1941 
Amended by: EO 9526, February 28, 
      1945; Public Land Order 417, October 14, 1947 (12 FR 6895); Public Land 
      Order 6465, September 14, 1983 (48 FR 43176)"
8650.0,Changing the Name of the Kellys Slough Migratory Waterfowl Refuge to Kellys Slough National Wildlife Refuge and Adding Certain Lands Thereto,"January 23, 1941","Federal Register page and date: 6 FR 599, January 25, 1941 
Amends: EO 7320, March 19, 1936"
8649.0,Withdrawing Public Land for the Use of the Department of State; New Mexico,"January 23, 1941","Federal Register page and date: 6 FR 599, January 25, 1941 
Supersedes: EO 6910, November 26, 1934 (in part)
Revoked by: Public Land Order 5534, September 8, 1975(40 FR 42552) (in part)"
8648.0,Changing the Name of the Killcohook Migratory Bird Refuge to Killcohook National Wildlife Refuge and Adding Certain Lands Thereto; Delaware and New Jersey,"January 23, 1941","Federal Register page and date: 6 FR 599, January 25, 1941 
Amends: EO 6582, February 3, 1934;EO 6960, February 4, 1935"
8647.0,Establishing the Havasu Lake National Wildlife Refuge; Arizona and California,"January 22, 1941","Federal Register page and date: 6 FR 593, January 25, 1941 
Amended by: Public Land Order 4703, October 1, 1969 (34 FR 15557); Public Land Order 5312, December 6, 1972 (37 FR 26420)
Revoked by: Public Land Order 2852, January 4, 1963 (28 FR 320)(in part); Public Land Order 3099, June 4, 1963 (28 FR 5648)(in part); Public Land Order 3522, January 8, 1965 (30 FR 443)(in part); Public Land Order 3720, July 6, 1965 (30 FR 8791)(in part); Public Land Order 4374, March 4, 1968 (33 FR 4333)(in part); Public Land Order 4430, May 29, 1968 (33 FR 8341)(in part); Public Land Order 6044, October 1, 1981 (46 FR 49869)(in part); Public Law 100-696, November 18, 1988 (Sec. 507, 102 Stat. 4595)
See: Public Land Order 559 February 11, 1949 ( 14 FR 857); Public Land Order 4417, May 20, 1968 (33 FR 7685)"
8646.0,Establishing the San Andres National Wildlife Refuge; New Mexico,"January 22, 1941","Federal Register page and date: 6 FR 592, January 25, 1941 
See: EO 1526, May 3, 1912; EO 2368, April 24, 1916; EO 4266, July 10, 1925; Public Land Order 833, May 21, 1952 (17 FR 4822)"
8645.0,Establishing the Kit Carson National Wildlife Refuge; Colorado,"January 22, 1941","Federal Register page and date: 6 FR 591, January 25, 1941 
Revoked by: Public Land Order 862,September 5, 1952 (17 FR 8194)"
