Order Number,Name,Signed Date,Notes
Executive Order    11975,"Abolishing the President's Economic Policy Board, and for other purposes","Signed: March 7, 1977","Federal Register page and date: 42 FR 13267; March 10, 1977
Revokes: EO 11808, September 30, 1974
"
,,Executive Order    11976,"Amending Executive Order No. 11861, as amended, placing certain positions in levels IV and V of the Executive Schedule"
"Signed: March 11, 1977","Federal Register page and date: 42 FR 14081; March 15, 1977
Amends: EO 11861, May 21, 1975
Revoked by: EO 12076, August 18, 1978
",,
Executive Order    11977,"Designating certain public international organizations entitled to enjoy certain privileges, exemptions, and immunities","Signed: March 14, 1977","Federal Register page and date: 42 FR 14671; March 16, 1977
Amends: EO 11269, February 14, 1966
"
,,Executive Order    11978,Relating to trade and other transactions involving Southern Rhodesia
"Signed: March 18, 1977","Federal Register page and date: 42 FR 15403; March 22, 1977
Amends: EO 11419, July 29, 1968
Revoked by: EO 12183, December 16, 1979
See: EO 11322, January 5, 1967
",,
Executive Order    11979,"National Commission on the Observance of International Women's Year, 1975","Signed: March 28, 1977","Federal Register page and date: 42 FR 16771; March 30, 1977
Amends: EO 11832, January 9, 1975
Amended by: EO 11980, March 29, 1977
Revoked by: EO 12050, April 4, 1978
"
,,Executive Order    11980,"National Commission on the Observance of International Women's Year, 1975"
"Signed: March 29, 1977","Federal Register page and date: 42 FR 16773; March 30, 1977
Amends: EO 11832, January 9, 1975; EO
      11979, March 28, 1977
Revoked by: EO 12050, April 4, 1978
",,
Executive Order    11981,Establishing the Interagency Committee for the Purchase of United States Savings Bonds,"Signed: March 29, 1977","Federal Register page and date: 42 FR 17095; March 31, 1977
Supersedes: EO 11532, June 2, 1970
"
,,Executive Order    11982,Committee on Selection of the Director of the Federal Bureau of Investigation
"Signed: April 29, 1977","Federal Register page and date: 42 FR 22859; May 5, 1977
Amends: EO 11971, February 11, 1977
Revoked by: EO 12110, December 28, 1978
",,
Executive Order    11983,Relating to certain positions in levels IV and V of the Executive Schedule,"Signed: May 4, 1977","Federal Register page and date: 42 FR 23127; May 6, 1977
Amends: EO 11861, May 21, 1975
Revokes: EO 11872, July 21, 1975
Revoked by: EO 12076, August 18, 1978
See: EO 11898, January 14, 1976
"
,,Executive Order    11984,Abolishing the President's Foreign Intelligence Advisory Board
"Signed: May 4, 1977","Federal Register page and date: 42 FR 23129; May 6, 1977
Revokes: EO 11460, March 20, 1969
",,
Executive Order    11985,United States foreign intelligence activities,"Signed: May 13, 1977","Federal Register page and date: 42 FR 25487; May 18, 1977
Amends: EO 11905, February 18, 1976
Superseded by: EO 12036, January 24, 1978
See: EO 10911, January 9, 1961;
      EO 11994, June 1, 1977
"
,,Executive Order    11986,Relating to certain positions in levels IV and V of the Executive Schedule
"Signed: May 20, 1977","Federal Register page and date: 42 FR 26407; May 24, 1977
Amends: EO 11861, May 21, 1975
Revoked by: EO 12076, August 18, 1978
",,
Executive Order    11987,Exotic organisms,"Signed: May 24, 1977","Federal Register page and date: 42 FR 26949; May 25, 1977
See: 47 FR 17523
Revoked by: EO 13112, February 3, 1999
"
,,Executive Order    11988,Floodplain management
"Signed: May 24, 1977","Federal Register page and date: 42 FR 26951; May 25, 1977
Revokes: EO 11296, August 10, 1966
Amended by: EO 12148, July 20, 1979
See EO 11514, March 5, 1970; 59 FR 33198,
      June 28, 1994
",,
Executive Order    11989,Off-road vehicles on public lands,"Signed: May 24, 1977","Federal Register page and date: 42 FR 26959; May 25, 1977
Amends: EO 11644, February 8, 1972
"
,,Executive Order    11990,Protection of wetlands
"Signed: May 24, 1977","Federal Register page and date: 42 FR 26961; May 25, 1977
Amended by: EO 12608, September 9, 1987
See: EO 11514, March 5, 1970
",,
Executive Order    11991,Relating to protection and enhancement of environmental quality,"Signed: May 24, 1977","Federal Register page and date: 42 FR 26967; May 25, 1977
Amends: EO 11514, March 5, 1970
"
,,Executive Order    11992,Establishing the Committee on Selection of Federal Judicial Officers
"Signed: May 24, 1977","Federal Register page and date: 42 FR 27195; May 26, 1977
Committee continued by: EO 12110, December
      28, 1978; EO 12258, December 31, 1980
Revoked by: EO 12305, May 5, 1981
",,
Executive Order    11993,Relating to the United States Circuit Judge Nominating Commission,"Signed: May 24, 1977","Federal Register page and date: 42 FR 27197; May 26, 1977
Amends: EO 11972, February 14, 1977
Revoked by: EO 12059, May 11, 1978
"
,,Executive Order    11994,United States foreign intelligence activities
"Signed: June 1, 1977","Federal Register page and date: 42 FR 28869; June 6, 1977
Amends: EO 11905, February 18, 1976
Superseded by: EO 12036, January 24, 1978
See: EO 11985, May 13, 1977
",,
Executive Order    11995,Relating to certain positions in level V of the Executive Schedule,"Signed: June 8, 1977","Federal Register page and date: 42 FR 29841; June 10, 1977
Amends: EO 11861, May 21, 1975
Revoked by: EO 12060, May 15, 1978
"
,,Executive Order    11996,The Honorable Tom C. Clark
"Signed: June 14, 1977","Federal Register page and date: 42 FR 30489; June 15, 1977
",,
Executive Order    11997,"Withholding of District of Columbia, State, city and county income or employment taxes","Signed: June 22, 1977","Federal Register page and date: 42 FR 31759; June 23, 1977
Revokes: EO 11968, January 31, 1977
"
,,Executive Order    11998,President's Commission on Military Compensation
"Signed: June 27, 1977","Federal Register page and date: 42 FR 33021; June 29, 1977
Revoked by: EO 12110, December 28, 1978
",,
Executive Order    11999,Relating to certain positions in level V of the Executive Schedule,"Signed: June 27, 1977","Federal Register page and date: 42 FR 33255; June 30, 1977
Amends: EO 11861, May 21, 1975
Revoked by: EO 12076, August 18, 1978
"
,,Executive Order    12000,Exemption of Arthur S. Flemming from mandatory retirement
"Signed: June 29, 1977","Federal Register page and date: 42 FR 33707; July 1, 1977
See: EO 11869, June 24, 1975; EO
      11924, June 29, 1976
",,
Executive Order    12001,Transferring certain Bicentennial functions to the Secretary of the Interior,"Signed: June 29, 1977","Federal Register page and date: 42 FR 33709; July 1, 1977
Revokes: EO 11840, February 18, 1975
"
,,Executive Order    12002,"Administration of the Export Administration Act of 1969, as amended"
"Signed: July 7, 1977","Federal Register page and date: 42 FR 35623; July 11, 1977
Revokes: EO 11533, June 4, 1970; EO
      11683, August 29, 1972; EO 11798,
      August 14, 1974; EO 11818, November 5,
      1974; EO 11907, March 1, 1976; EO
      11940, September 30, 1976
Amended by: EO 12755, March 12, 1991; EO 13286, February 28, 2003
See: EO 11846, March 27, 1975; EO
      12444, October 14, 1983; EO 12451, December
      20, 1983; EO 12730, September 30, 1990; EO
      12867, September 30, 1993; EO 12923, June
      30, 1994; EO 12924, August 19, 1994; EO
      12981of December 5, 1995; EO 13206,
      April 4, 2001; EO 13222, August 17,
      2001
",,
Executive Order    12003,Relating to energy policy and conservation,"Signed: July 20, 1977","Federal Register page and date: 42 FR 37523; July 22, 1977
Amends: EO 11912, April 13, 1976
"
,,Executive Order    12004,Relating to Federal pay administration
"Signed: July 20, 1977","Federal Register page and date: 42 FR 37527; July 22, 1977
Amends: EO 11721, May 23, 1973
Amended by: EO 12107, December 28, 1978
",,
Executive Order    12005,Amending the Generalized System of Preferences,"Signed: July 23, 1977","Federal Register page and date: 42 FR 38167; July 27, 1977
"
,,Executive Order    12006,Exemption of G. Joseph Minetti from mandatory retirement
"Signed: July 29, 1977","Federal Register page and date: 42 FR 39081; August 2, 1977
See: EO 12011, September 30, 1977; EO
      12016, October 31, 1977; EO 12037, January
      31, 1978; EO 12056, April 28, 1978
",,
Executive Order    12007,Termination of certain Presidential advisory committees,"Signed: August 22, 1977","Federal Register page and date: 42 FR 42839; August 25, 1977
Amends: EO 11126, November 1, 1963;
      EO 11472, May 29, 1969; EO
      11583, February 24, 1971; EO 11625, October
      13, 1971
Revokes: EO 11962, January 19, 1977
Supersedes in part: EO 11948, December 20,
      1976
See: EO 11221, May 6, 1965; EO
      11514, March 5, 1970
"
,,Executive Order    12008,Presidential Management Intern Program
"Signed: August 25, 1977","Federal Register page and date: 42 FR 43373; August 29, 1977
Amended by: EO 12107, December 28, 1978
Revoked by: EO 12364, May 24, 1982
",,
Executive Order    12009,Providing for the effectuation of the Department of Energy Organization Act,"Signed: September 13, 1977","Federal Register page and date: 42 FR 46267; September 15, 1977
Revoked by: EO 12553, February 25, 1986
See: EO 12038, February 3, 1978
"
,,Executive Order    12010,Adjustments of certain rates of pay and allowances
"Signed: September 28, 1977","Federal Register page and date: 42 FR 52365; September 30, 1977
Supersedes: EO 11941, October 1, 1976
Superseded by: EO 12087, October 7, 1978
",,
Executive Order    12011,Exemption of G. Joseph Minetti from mandatory retirement,"Signed: September 30, 1977","Federal Register page and date: 42 FR 53899; October 4, 1977
See: EO 12006, July 29, 1977; EO
      12016, October 31, 1977; EO 12037, January
      31, 1978; EO 12056, April 28, 1978
"
,,Executive Order    12012,White House Fellowships
"Signed: October 3, 1977","Federal Register page and date: 42 FR 54249; October 5, 1977
Amends: EO 11183, October 3, 1964
See: EO 11648, February 16, 1972
",,
Executive Order    12013,Relating to the Transfer of Certain Statistical Policy Functions,"Signed: October 7, 1977","Federal Register page and date: 42 FR 54931; October 12, 1977
Amends: EO 10033, February 8, 1949; EO
      10253, June 11, 1951; EO 11541, July 1,
      1970; EO 11961, January 19, 1977
Revoked by: EO 12318, August 21,
      1981
"
,,Executive Order    12014,Relating to the President's Award for Distinguished Federal Civilian Service
"Signed: October 19, 1977","Federal Register page and date: 42 FR 56105; October 21, 1977
Amends: EO 10717, May 9, 1973
Amended by: EO 12107, December 28, 1978
",,
Executive Order    12015,Permitting students completing approved career-related work-study programs to be appointed to career or career-condition positions in the competitive service,"Signed: October 26, 1977","Federal Register page and date: 42 FR 56947; October 31, 1977
Revokes: EO 11813, October 7, 1974
Amended by: EO 12107, December 28, 1978;
      EO 13024, November 7, 1996
Superseded by: EO 13562, December 27, 2010
"
,,Executive Order    12016,Exemption of G. Joseph Minetti from mandatory retirement
"Signed: October 31, 1977","Federal Register page and date: 42 FR 57297; November 2, 1977
See: EO 12006, July 29, 1977; EO
      12011, September 30, 1977; EO 12037, January
      31, 1978; EO 12056, April 28, 1978
",,
Executive Order    12017,Amending the Code of Conduct for Members of the Armed Forces of the United States,"Signed: November 3, 1977","Federal Register page and date: 42 FR 57941; November 7, 1977
Amends: EO 10631, August 17, 1955
"
,,Executive Order    12018,"Amending the Manual for Courts-Martial, United States, 1969 (Revised Edition)"
"Signed: November 3, 1977","Federal Register page and date: 42 FR 57943; November 7, 1977
Amends: EO 11476, June 19, 1969 (which
      was rescinded by EO 12473, April 13, 1984)
See: EO 12198, March 12, 1980
",,
